RecordID,UserID,UserName,User_Latitude,User_Longitude,DonationID,Donation_Date,Donation_Time,Description_,DonationType,Quantity,Time_Duration,Organization_ID,Organization_Name,Org_City,Org_Latitude,Org_Longitude,DeliveryBoyID,Delivery_Status,Estimated_Delivery_Time
629,39,Harsh Nadig,26.877666,75.723606,DON-1629,2025-01-30,09:39:00,Dal and roti,Water,93,14 hours,10,Shri 108 Purushottamlalji Gausewa Trust,Jaipur,26.836852,75.706736,39.0,Completed,
778,121,Falguni Magar,26.84116,75.709804,DON-1778,2025-01-17,15:00:00,Barley Packets,Water,89,19 hours,6,Shri Swami Narayan Gurukul Vishwavidyalaya,Jaipur,26.701259,75.745296,23.0,In Progress,2 hours
507,29,Gautami Raja,26.848362,75.835266,DON-1507,2025-01-30,18:47:00,Vegetable,Water,96,6 hours,3,Shri Manekba Vinayvihar Goshaalaa,Jaipur,26.772156,75.722074,40.0,In Progress,
343,89,Tripti Vora,26.797725,75.87516,DON-1343,2025-01-20,09:45:00,Barley Packets,Water,94,9 hours,12,Shri Kabir Ashram Goshaalaa,Jaipur,26.749535,75.809407,23.0,Pending,2 hours
486,85,Vaishnavi Kakar,26.889775,75.865199,DON-1486,2025-01-30,09:09:00,Wheat flour and oil for rural areas,Water,69,12 hours,20,Shri Vardhman Jivdaya Kendra,Jaipur,26.754867,75.866904,33.0,In Progress,2 hours
712,21,Bhanumati Majumdar,26.717979,75.843459,DON-1712,2025-01-16,18:29:00,Flour and pulses,Dry,6,14 hours,5,Shri Gopinathji Goshaalaa,Jaipur,26.860899,75.722944,41.0,Completed,5 hours
134,46,Varenya Nayak,26.873089,75.773779,DON-1134,2025-01-08,16:13:00,Milk packets,Water,99,19 hours,7,Shri Lokbharati Gramvidyapeeth Goshaalaa,Jaipur,26.747357,75.746761,,Pending,
704,129,Chameli Sastry,26.813844,75.872913,DON-1704,2025-01-12,16:43:00,fruits,Water,15,11 hours,1,Shri Jalaram Mandir Trust GoshaalaaJalaram Gosewa Kendra,Jaipur,26.785044,75.768477,19.0,Completed,5 hours
312,37,Jackson Mall,26.750265,75.766778,DON-1312,2025-01-22,08:39:00,rice,Water,78,16 hours,13,Shri Bhuvneshwari Peeth Goshaalaa,Jaipur,26.876627,75.767483,34.0,In Progress,1 hours
723,188,Samar Mukhopadhyay,26.776191,75.833841,DON-1723,2025-01-23,12:58:00,Vegetable,Water,43,24 hours,20,Shri Vardhman Jivdaya Kendra,Jaipur,26.754867,75.866904,,Completed,
630,26,Umang Pradhan,26.759358,75.815687,DON-1630,2025-01-24,07:00:00,Oats,Water,27,24 hours,13,Shri Bhuvneshwari Peeth Goshaalaa,Jaipur,26.876627,75.767483,46.0,Completed,3 hours
1,129,Chameli Sastry,26.813844,75.872913,DON-1001,2025-01-25,12:47:00,Wheat flour and oil for rural areas,Dry,39,16 hours,8,Shri Bochasanwasi Aksharpurushottam Mandir Goshaalaa,Jaipur,26.800472,75.882587,9.0,In Progress,2 hours
317,176,Zilmil Bala,26.862976,75.772816,DON-1317,2025-01-17,13:47:00,Flour and pulses,Dry,37,11 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,7.0,In Progress,2 hours
707,149,Daniel Babu,26.817914,75.810724,DON-1707,2025-01-18,16:09:00,fruits,Dry,20,16 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,31.0,Completed,2 hours
548,183,Chasmum Saha,26.770021,75.813332,DON-1548,2025-01-12,10:50:00,Wheat flour and oil for rural areas,Water,88,8 hours,1,Shri Jalaram Mandir Trust GoshaalaaJalaram Gosewa Kendra,Jaipur,26.785044,75.768477,6.0,In Progress,3 hours
873,93,Bina Jayaraman,26.739237,75.715902,DON-1873,2025-01-10,08:36:00,Vegetable,Dry,88,15 hours,11,Shri Ramroti Ashray Goshaalaa,Jaipur,26.826206,75.876962,32.0,Completed,5 hours
533,44,Veda Mohan,26.823608,75.859325,DON-1533,2025-01-15,08:32:00,Flour and pulses,Dry,46,9 hours,3,Shri Manekba Vinayvihar Goshaalaa,Jaipur,26.772156,75.722074,6.0,Completed,
478,29,Gautami Raja,26.848362,75.835266,DON-1478,2025-01-21,09:08:00,Milk packets,Water,20,22 hours,15,Aryavan Vikas Trust Goshaalaa,Jaipur,26.722795,75.735231,1.0,Pending,5 hours
405,82,Noah Raj,26.848809,75.867494,DON-1405,2025-01-04,07:30:00,Vegetable,Dry,100,12 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,50.0,Completed,2 hours
173,177,Raagini Bobal,26.848692,75.873076,DON-1173,2025-01-30,13:07:00,Milk packets,Water,100,4 hours,3,Shri Manekba Vinayvihar Goshaalaa,Jaipur,26.772156,75.722074,8.0,Completed,
126,141,Bimala Yogi,26.725135,75.891187,DON-1126,2025-01-14,11:09:00,Oats,Water,76,8 hours,17,Shri Satkeval Goshaalaa,Jaipur,26.794713,75.871971,35.0,Completed,2 hours
395,169,Timothy Wadhwa,26.746287,75.850718,DON-1395,2025-01-10,17:43:00,fruits,Water,89,5 hours,6,Shri Swami Narayan Gurukul Vishwavidyalaya,Jaipur,26.701259,75.745296,15.0,In Progress,3 hours
421,11,Anthony Nagy,26.793164,75.811186,DON-1421,2025-01-03,10:28:00,Wheat flour and oil for rural areas,Water,21,5 hours,11,Shri Ramroti Ashray Goshaalaa,Jaipur,26.826206,75.876962,5.0,Completed,5 hours
553,77,Manan Sheth,26.781223,75.712436,DON-1553,2025-01-01,12:38:00,Vegetable,Dry,42,7 hours,20,Shri Vardhman Jivdaya Kendra,Jaipur,26.754867,75.866904,38.0,Pending,2 hours
904,48,Udarsh Upadhyay,26.70587,75.887977,DON-1904,2025-01-21,12:09:00,fruits,Dry,53,7 hours,16,Shri Swaminarayan Mandir Goshaalaa,Jaipur,26.89719,75.886273,48.0,Completed,
91,12,Ojas Balasubramanian,26.842856,75.734832,DON-1091,2025-01-11,18:26:00,Wheat flour and oil for rural areas,Water,26,19 hours,17,Shri Satkeval Goshaalaa,Jaipur,26.794713,75.871971,46.0,In Progress,
940,72,Vrinda Bera,26.740522,75.836951,DON-1940,2025-01-25,19:35:00,Flour and pulses,Dry,1,8 hours,11,Shri Ramroti Ashray Goshaalaa,Jaipur,26.826206,75.876962,12.0,Completed,
182,42,Ranbir Bala,26.703043,75.836002,DON-1182,2025-01-30,19:56:00,Oats,Water,35,11 hours,10,Shri 108 Purushottamlalji Gausewa Trust,Jaipur,26.836852,75.706736,46.0,Pending,1 hours
275,149,Daniel Babu,26.817914,75.810724,DON-1275,2025-01-03,11:40:00,Milk packets,Dry,40,9 hours,5,Shri Gopinathji Goshaalaa,Jaipur,26.860899,75.722944,13.0,Pending,2 hours
896,170,Harinakshi Patla,26.762652,75.800574,DON-1896,2025-01-26,11:29:00,dry snacks,Water,12,24 hours,19,Shri Umiya Goshaalaa Trust,Jaipur,26.754412,75.75911,30.0,Completed,2 hours
70,77,Manan Sheth,26.781223,75.712436,DON-1070,2025-01-12,17:13:00,Dal and roti,Water,47,22 hours,7,Shri Lokbharati Gramvidyapeeth Goshaalaa,Jaipur,26.747357,75.746761,34.0,Pending,
292,176,Zilmil Bala,26.862976,75.772816,DON-1292,2025-01-25,09:44:00,Dal and roti,Water,40,23 hours,19,Shri Umiya Goshaalaa Trust,Jaipur,26.754412,75.75911,15.0,Completed,
132,141,Bimala Yogi,26.725135,75.891187,DON-1132,2025-01-26,10:14:00,fruits,Water,9,18 hours,8,Shri Bochasanwasi Aksharpurushottam Mandir Goshaalaa,Jaipur,26.800472,75.882587,13.0,In Progress,5 hours
301,106,Qushi Krishnan,26.799568,75.878814,DON-1301,2025-01-13,15:39:00,Wheat flour and oil for rural areas,Water,46,13 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,35.0,In Progress,1 hours
425,59,Azad Nadig,26.855899,75.885136,DON-1425,2025-01-15,09:36:00,Wheat flour and oil for rural areas,Dry,62,20 hours,14,Shriji Goshaalaa,Jaipur,26.839527,75.724164,49.0,In Progress,
327,9,Zinal Bahl,26.700414,75.769247,DON-1327,2025-01-21,09:29:00,Flour and pulses,Water,10,11 hours,18,Shri Anandbawa Sewa Samarth Goshaalaa,Jaipur,26.836556,75.712162,24.0,Pending,4 hours
145,42,Ranbir Bala,26.703043,75.836002,DON-1145,2025-01-18,18:53:00,fruits,Dry,52,18 hours,5,Shri Gopinathji Goshaalaa,Jaipur,26.860899,75.722944,10.0,Pending,5 hours
424,87,Lila Maharaj,26.749056,75.831943,DON-1424,2025-01-08,11:52:00,Barley Packets,Dry,3,15 hours,10,Shri 108 Purushottamlalji Gausewa Trust,Jaipur,26.836852,75.706736,49.0,In Progress,3 hours
581,68,Gautam Dass,26.768658,75.841597,DON-1581,2025-01-21,17:02:00,Milk packets,Water,6,13 hours,1,Shri Jalaram Mandir Trust GoshaalaaJalaram Gosewa Kendra,Jaipur,26.785044,75.768477,41.0,Pending,
136,66,Abeer Saran,26.742704,75.729659,DON-1136,2025-01-02,17:54:00,Wheat flour and oil for rural areas,Water,9,5 hours,19,Shri Umiya Goshaalaa Trust,Jaipur,26.754412,75.75911,20.0,Completed,
451,69,Warjas Virk,26.885834,75.776409,DON-1451,2025-01-01,16:28:00,Barley Packets,Water,23,1 hours,14,Shriji Goshaalaa,Jaipur,26.839527,75.724164,20.0,Completed,4 hours
165,119,Neelima Loke,26.71516,75.826112,DON-1165,2025-01-18,19:06:00,Flour and pulses,Water,24,7 hours,5,Shri Gopinathji Goshaalaa,Jaipur,26.860899,75.722944,,In Progress,4 hours
29,47,Faraj Chopra,26.701914,75.711746,DON-1029,2025-01-27,13:16:00,Vegetable,Dry,18,3 hours,3,Shri Manekba Vinayvihar Goshaalaa,Jaipur,26.772156,75.722074,2.0,Pending,4 hours
774,51,Rachita Sha,26.725445,75.837127,DON-1774,2025-01-07,09:51:00,Milk packets,Water,54,24 hours,15,Aryavan Vikas Trust Goshaalaa,Jaipur,26.722795,75.735231,50.0,Completed,2 hours
194,174,Anita Som,26.819708,75.809288,DON-1194,2025-01-22,08:27:00,rice,Water,54,23 hours,15,Aryavan Vikas Trust Goshaalaa,Jaipur,26.722795,75.735231,42.0,In Progress,
389,8,Luke Prabhu,26.751346,75.860503,DON-1389,2025-01-07,13:33:00,dry snacks,Dry,94,21 hours,18,Shri Anandbawa Sewa Samarth Goshaalaa,Jaipur,26.836556,75.712162,35.0,Pending,
853,170,Harinakshi Patla,26.762652,75.800574,DON-1853,2025-01-15,09:45:00,Dal and roti,Water,24,11 hours,1,Shri Jalaram Mandir Trust GoshaalaaJalaram Gosewa Kendra,Jaipur,26.785044,75.768477,23.0,In Progress,
170,141,Bimala Yogi,26.725135,75.891187,DON-1170,2025-01-18,15:38:00,Dal and roti,Water,35,22 hours,10,Shri 108 Purushottamlalji Gausewa Trust,Jaipur,26.836852,75.706736,,Pending,5 hours
706,183,Chasmum Saha,26.770021,75.813332,DON-1706,2025-01-15,09:26:00,Barley Packets,Dry,91,2 hours,11,Shri Ramroti Ashray Goshaalaa,Jaipur,26.826206,75.876962,35.0,Completed,3 hours
141,39,Harsh Nadig,26.877666,75.723606,DON-1141,2025-01-19,16:23:00,Wheat flour and oil for rural areas,Water,74,16 hours,6,Shri Swami Narayan Gurukul Vishwavidyalaya,Jaipur,26.701259,75.745296,34.0,In Progress,5 hours
174,134,Hemang Solanki,26.859647,75.723973,DON-1174,2025-01-16,08:23:00,dry snacks,Dry,94,4 hours,19,Shri Umiya Goshaalaa Trust,Jaipur,26.754412,75.75911,9.0,Pending,
7,150,Ria Misra,26.702824,75.804095,DON-1007,2025-01-09,07:06:00,Barley Packets,Water,24,24 hours,13,Shri Bhuvneshwari Peeth Goshaalaa,Jaipur,26.876627,75.767483,24.0,Pending,4 hours
746,16,Samarth Mander,26.731557,75.882003,DON-1746,2025-01-23,14:58:00,Dal and roti,Water,40,1 hours,11,Shri Ramroti Ashray Goshaalaa,Jaipur,26.826206,75.876962,28.0,Completed,
479,101,Suhani Anand,26.763429,75.750599,DON-1479,2025-01-03,15:33:00,Dal and roti,Dry,84,24 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,24.0,Completed,
74,65,Eta Bajaj,26.78673,75.71127,DON-1074,2025-01-29,16:15:00,Flour and pulses,Dry,29,22 hours,12,Shri Kabir Ashram Goshaalaa,Jaipur,26.749535,75.809407,,Completed,4 hours
911,60,Tarak Bains,26.714342,75.746647,DON-1911,2025-01-18,14:29:00,Oats,Dry,95,17 hours,10,Shri 108 Purushottamlalji Gausewa Trust,Jaipur,26.836852,75.706736,16.0,In Progress,5 hours
814,184,Gaurangi Sarkar,26.830652,75.708907,DON-1814,2025-01-18,07:57:00,Dal and roti,Water,56,21 hours,18,Shri Anandbawa Sewa Samarth Goshaalaa,Jaipur,26.836556,75.712162,28.0,Pending,2 hours
239,83,Gavin Murthy,26.760157,75.761158,DON-1239,2025-01-24,19:39:00,Vegetable,Water,90,17 hours,17,Shri Satkeval Goshaalaa,Jaipur,26.794713,75.871971,,Completed,4 hours
146,75,Yauvani Bava,26.856871,75.706954,DON-1146,2025-01-02,19:44:00,Oats,Dry,90,6 hours,13,Shri Bhuvneshwari Peeth Goshaalaa,Jaipur,26.876627,75.767483,20.0,In Progress,
793,77,Manan Sheth,26.781223,75.712436,DON-1793,2025-01-28,08:49:00,Vegetable,Water,13,14 hours,2,Shri Radhanpur Khoda Dhor Panjrapol Goshaalaa,Jaipur,26.844608,75.886375,,Completed,
235,56,Hemani Wason,26.762944,75.778363,DON-1235,2025-01-01,12:37:00,Oats,Water,61,10 hours,8,Shri Bochasanwasi Aksharpurushottam Mandir Goshaalaa,Jaipur,26.800472,75.882587,26.0,In Progress,4 hours
221,87,Lila Maharaj,26.749056,75.831943,DON-1221,2025-01-29,12:22:00,Barley Packets,Dry,67,5 hours,5,Shri Gopinathji Goshaalaa,Jaipur,26.860899,75.722944,22.0,Completed,2 hours
924,94,Jalsa Handa,26.769871,75.764742,DON-1924,2025-01-18,14:37:00,Flour and pulses,Dry,3,12 hours,1,Shri Jalaram Mandir Trust GoshaalaaJalaram Gosewa Kendra,Jaipur,26.785044,75.768477,29.0,Completed,
501,4,Sai Datta,26.803686,75.78704,DON-1501,2025-01-27,10:33:00,fruits,Dry,5,5 hours,6,Shri Swami Narayan Gurukul Vishwavidyalaya,Jaipur,26.701259,75.745296,37.0,In Progress,4 hours
133,99,Praneel Lalla,26.83885,75.857945,DON-1133,2025-01-19,15:43:00,Milk packets,Dry,61,7 hours,17,Shri Satkeval Goshaalaa,Jaipur,26.794713,75.871971,,Completed,3 hours
991,54,Wriddhish Buch,26.880799,75.845664,DON-1991,2025-01-13,10:08:00,Barley Packets,Dry,33,7 hours,12,Shri Kabir Ashram Goshaalaa,Jaipur,26.749535,75.809407,9.0,In Progress,3 hours
775,106,Qushi Krishnan,26.799568,75.878814,DON-1775,2025-01-30,09:18:00,dry snacks,Dry,81,14 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,10.0,Pending,
186,200,Bhavani Sami,26.890664,75.751653,DON-1186,2025-01-01,09:27:00,Dal and roti,Dry,15,13 hours,5,Shri Gopinathji Goshaalaa,Jaipur,26.860899,75.722944,8.0,In Progress,
42,182,Brijesh Misra,26.717143,75.735411,DON-1042,2025-01-03,13:15:00,fruits,Dry,47,17 hours,1,Shri Jalaram Mandir Trust GoshaalaaJalaram Gosewa Kendra,Jaipur,26.785044,75.768477,36.0,Pending,3 hours
697,98,Daksh Varghese,26.883906,75.78816,DON-1697,2025-01-10,09:36:00,fruits,Water,96,13 hours,12,Shri Kabir Ashram Goshaalaa,Jaipur,26.749535,75.809407,34.0,Pending,3 hours
109,146,Girish Loyal,26.869622,75.827867,DON-1109,2025-01-27,09:35:00,Dal and roti,Dry,13,19 hours,17,Shri Satkeval Goshaalaa,Jaipur,26.794713,75.871971,37.0,In Progress,4 hours
589,131,Yachana Yadav,26.771896,75.848987,DON-1589,2025-01-15,09:55:00,Oats,Water,43,3 hours,18,Shri Anandbawa Sewa Samarth Goshaalaa,Jaipur,26.836556,75.712162,4.0,In Progress,
57,21,Bhanumati Majumdar,26.717979,75.843459,DON-1057,2025-01-29,16:23:00,Oats,Water,29,17 hours,6,Shri Swami Narayan Gurukul Vishwavidyalaya,Jaipur,26.701259,75.745296,3.0,In Progress,
406,103,Tanveer Sheth,26.724473,75.767441,DON-1406,2025-01-17,12:04:00,Oats,Dry,8,5 hours,12,Shri Kabir Ashram Goshaalaa,Jaipur,26.749535,75.809407,46.0,Pending,2 hours
443,29,Gautami Raja,26.848362,75.835266,DON-1443,2025-01-12,09:17:00,Flour and pulses,Dry,35,3 hours,19,Shri Umiya Goshaalaa Trust,Jaipur,26.754412,75.75911,8.0,Completed,
758,118,Patrick Handa,26.721593,75.766572,DON-1758,2025-01-07,13:24:00,fruits,Dry,17,18 hours,19,Shri Umiya Goshaalaa Trust,Jaipur,26.754412,75.75911,,Pending,4 hours
998,138,Samaksh Sekhon,26.773096,75.719086,DON-1998,2025-01-06,10:36:00,Dal and roti,Water,96,22 hours,1,Shri Jalaram Mandir Trust GoshaalaaJalaram Gosewa Kendra,Jaipur,26.785044,75.768477,16.0,Completed,4 hours
25,107,Manthan Parsa,26.78287,75.798865,DON-1025,2025-01-11,14:48:00,Flour and pulses,Dry,72,2 hours,7,Shri Lokbharati Gramvidyapeeth Goshaalaa,Jaipur,26.747357,75.746761,33.0,Pending,1 hours
468,81,Lakshit Magar,26.75003,75.833552,DON-1468,2025-01-25,11:49:00,Barley Packets,Dry,79,11 hours,15,Aryavan Vikas Trust Goshaalaa,Jaipur,26.722795,75.735231,20.0,Pending,5 hours
540,78,Lajita Bala,26.787715,75.859456,DON-1540,2025-01-08,09:34:00,rice,Dry,77,3 hours,12,Shri Kabir Ashram Goshaalaa,Jaipur,26.749535,75.809407,2.0,Pending,
532,30,Michael Krish,26.7969,75.818032,DON-1532,2025-01-10,14:39:00,Flour and pulses,Water,98,5 hours,7,Shri Lokbharati Gramvidyapeeth Goshaalaa,Jaipur,26.747357,75.746761,13.0,Pending,1 hours
619,134,Hemang Solanki,26.859647,75.723973,DON-1619,2025-01-03,16:03:00,Milk packets,Water,3,20 hours,18,Shri Anandbawa Sewa Samarth Goshaalaa,Jaipur,26.836556,75.712162,4.0,Completed,2 hours
695,163,Omaja Khurana,26.722172,75.817344,DON-1695,2025-01-13,14:54:00,fruits,Water,27,24 hours,12,Shri Kabir Ashram Goshaalaa,Jaipur,26.749535,75.809407,42.0,Completed,2 hours
927,171,Aditya Pillay,26.774651,75.847822,DON-1927,2025-01-05,14:22:00,Dal and roti,Water,5,12 hours,5,Shri Gopinathji Goshaalaa,Jaipur,26.860899,75.722944,10.0,In Progress,
339,35,Omya Jani,26.821185,75.898752,DON-1339,2025-01-30,10:33:00,rice,Water,87,23 hours,6,Shri Swami Narayan Gurukul Vishwavidyalaya,Jaipur,26.701259,75.745296,25.0,In Progress,
52,10,Guneet Khosla,26.802414,75.891045,DON-1052,2025-01-26,08:25:00,rice,Water,98,19 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,30.0,Pending,
508,96,Yochana Raghavan,26.759482,75.829549,DON-1508,2025-01-24,08:19:00,Flour and pulses,Water,30,9 hours,1,Shri Jalaram Mandir Trust GoshaalaaJalaram Gosewa Kendra,Jaipur,26.785044,75.768477,23.0,Pending,2 hours
517,100,Aayush Sekhon,26.731639,75.823248,DON-1517,2025-01-12,08:22:00,Oats,Dry,54,1 hours,11,Shri Ramroti Ashray Goshaalaa,Jaipur,26.826206,75.876962,32.0,In Progress,3 hours
921,34,Hredhaan Pai,26.786442,75.861936,DON-1921,2025-01-04,13:33:00,Flour and pulses,Water,22,6 hours,16,Shri Swaminarayan Mandir Goshaalaa,Jaipur,26.89719,75.886273,38.0,Completed,
782,101,Suhani Anand,26.763429,75.750599,DON-1782,2025-01-07,17:38:00,Oats,Dry,67,16 hours,19,Shri Umiya Goshaalaa Trust,Jaipur,26.754412,75.75911,,Completed,2 hours
265,125,Amol Dua,26.792936,75.867675,DON-1265,2025-01-15,08:25:00,Barley Packets,Dry,51,19 hours,1,Shri Jalaram Mandir Trust GoshaalaaJalaram Gosewa Kendra,Jaipur,26.785044,75.768477,19.0,In Progress,5 hours
818,76,Reyansh Roy,26.852432,75.718702,DON-1818,2025-01-27,08:19:00,Oats,Dry,62,10 hours,11,Shri Ramroti Ashray Goshaalaa,Jaipur,26.826206,75.876962,48.0,Pending,2 hours
711,57,Leela Chander,26.885541,75.83117,DON-1711,2025-01-30,18:22:00,Barley Packets,Water,98,19 hours,16,Shri Swaminarayan Mandir Goshaalaa,Jaipur,26.89719,75.886273,2.0,In Progress,5 hours
683,102,Dominic Warrior,26.85062,75.881819,DON-1683,2025-01-01,16:49:00,Oats,Water,53,21 hours,7,Shri Lokbharati Gramvidyapeeth Goshaalaa,Jaipur,26.747357,75.746761,34.0,Pending,
833,122,Zayyan Lal,26.794617,75.718491,DON-1833,2025-01-18,12:41:00,Wheat flour and oil for rural areas,Dry,4,8 hours,8,Shri Bochasanwasi Aksharpurushottam Mandir Goshaalaa,Jaipur,26.800472,75.882587,,Completed,
519,83,Gavin Murthy,26.760157,75.761158,DON-1519,2025-01-11,13:02:00,Flour and pulses,Dry,49,14 hours,6,Shri Swami Narayan Gurukul Vishwavidyalaya,Jaipur,26.701259,75.745296,24.0,Pending,
448,86,Kritika Rege,26.816809,75.734132,DON-1448,2025-01-14,08:06:00,fruits,Water,63,8 hours,14,Shriji Goshaalaa,Jaipur,26.839527,75.724164,,In Progress,2 hours
19,154,Aachal Sur,26.851124,75.746106,DON-1019,2025-01-21,08:52:00,Flour and pulses,Dry,9,21 hours,8,Shri Bochasanwasi Aksharpurushottam Mandir Goshaalaa,Jaipur,26.800472,75.882587,6.0,In Progress,1 hours
716,168,Vamakshi Choudhury,26.769191,75.873895,DON-1716,2025-01-01,07:29:00,Oats,Water,66,9 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,5.0,Completed,5 hours
484,13,Ijaya Kalla,26.821349,75.784117,DON-1484,2025-01-25,12:45:00,rice,Dry,26,2 hours,15,Aryavan Vikas Trust Goshaalaa,Jaipur,26.722795,75.735231,17.0,Pending,2 hours
569,123,Priya De,26.853885,75.8277,DON-1569,2025-01-26,10:05:00,Barley Packets,Dry,68,4 hours,12,Shri Kabir Ashram Goshaalaa,Jaipur,26.749535,75.809407,28.0,Pending,2 hours
434,119,Neelima Loke,26.71516,75.826112,DON-1434,2025-01-17,07:07:00,rice,Dry,15,5 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,23.0,Pending,3 hours
368,175,Vaishnavi Sani,26.890403,75.848641,DON-1368,2025-01-23,14:46:00,Milk packets,Water,34,2 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,17.0,Pending,4 hours
84,92,Robert Sood,26.820636,75.834468,DON-1084,2025-01-13,07:33:00,Oats,Dry,35,4 hours,16,Shri Swaminarayan Mandir Goshaalaa,Jaipur,26.89719,75.886273,27.0,Completed,3 hours
62,103,Tanveer Sheth,26.724473,75.767441,DON-1062,2025-01-27,14:11:00,dry snacks,Dry,54,9 hours,2,Shri Radhanpur Khoda Dhor Panjrapol Goshaalaa,Jaipur,26.844608,75.886375,3.0,In Progress,2 hours
639,152,Vamakshi Kurian,26.708665,75.832188,DON-1639,2025-01-02,11:37:00,Oats,Dry,21,6 hours,17,Shri Satkeval Goshaalaa,Jaipur,26.794713,75.871971,,In Progress,5 hours
273,180,Zaitra Madan,26.828823,75.828721,DON-1273,2025-01-05,15:12:00,Vegetable,Water,60,5 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,,Pending,5 hours
286,29,Gautami Raja,26.848362,75.835266,DON-1286,2025-01-20,14:17:00,Milk packets,Water,18,7 hours,18,Shri Anandbawa Sewa Samarth Goshaalaa,Jaipur,26.836556,75.712162,34.0,Completed,
361,32,Praneel Nayar,26.818009,75.750065,DON-1361,2025-01-09,14:49:00,Oats,Water,19,10 hours,2,Shri Radhanpur Khoda Dhor Panjrapol Goshaalaa,Jaipur,26.844608,75.886375,21.0,In Progress,1 hours
355,88,Januja Kalla,26.830221,75.787392,DON-1355,2025-01-25,13:47:00,Oats,Water,23,5 hours,3,Shri Manekba Vinayvihar Goshaalaa,Jaipur,26.772156,75.722074,,Completed,3 hours
457,93,Bina Jayaraman,26.739237,75.715902,DON-1457,2025-01-07,09:48:00,fruits,Water,59,12 hours,8,Shri Bochasanwasi Aksharpurushottam Mandir Goshaalaa,Jaipur,26.800472,75.882587,34.0,Pending,
279,192,Diya Goswami,26.863776,75.740527,DON-1279,2025-01-20,07:46:00,fruits,Dry,48,15 hours,3,Shri Manekba Vinayvihar Goshaalaa,Jaipur,26.772156,75.722074,41.0,Pending,1 hours
13,77,Manan Sheth,26.781223,75.712436,DON-1013,2025-01-12,09:09:00,rice,Dry,44,8 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,23.0,In Progress,1 hours
183,158,Chameli Date,26.701921,75.86575,DON-1183,2025-01-23,14:44:00,Oats,Dry,10,17 hours,10,Shri 108 Purushottamlalji Gausewa Trust,Jaipur,26.836852,75.706736,29.0,Completed,5 hours
369,17,Yatan Shetty,26.751559,75.7764,DON-1369,2025-01-04,12:13:00,Milk packets,Water,94,4 hours,17,Shri Satkeval Goshaalaa,Jaipur,26.794713,75.871971,5.0,In Progress,1 hours
882,156,Meera Grewal,26.726773,75.897813,DON-1882,2025-01-01,17:12:00,Dal and roti,Water,91,14 hours,20,Shri Vardhman Jivdaya Kendra,Jaipur,26.754867,75.866904,11.0,Completed,
616,175,Vaishnavi Sani,26.890403,75.848641,DON-1616,2025-01-06,08:45:00,rice,Dry,76,5 hours,13,Shri Bhuvneshwari Peeth Goshaalaa,Jaipur,26.876627,75.767483,41.0,Pending,5 hours
224,133,Jagvi Mital,26.737567,75.852215,DON-1224,2025-01-13,13:52:00,Milk packets,Water,26,6 hours,2,Shri Radhanpur Khoda Dhor Panjrapol Goshaalaa,Jaipur,26.844608,75.886375,11.0,In Progress,
573,114,Yash Patla,26.872962,75.785411,DON-1573,2025-01-25,08:48:00,Wheat flour and oil for rural areas,Dry,13,10 hours,3,Shri Manekba Vinayvihar Goshaalaa,Jaipur,26.772156,75.722074,1.0,In Progress,2 hours
971,36,Charles Varty,26.863621,75.738969,DON-1971,2025-01-02,11:13:00,Flour and pulses,Water,4,22 hours,2,Shri Radhanpur Khoda Dhor Panjrapol Goshaalaa,Jaipur,26.844608,75.886375,14.0,Completed,2 hours
654,80,Pallavi Maharaj,26.868977,75.732443,DON-1654,2025-01-22,19:14:00,Oats,Water,95,7 hours,10,Shri 108 Purushottamlalji Gausewa Trust,Jaipur,26.836852,75.706736,,In Progress,3 hours
546,198,Tarak Dayal,26.892582,75.723841,DON-1546,2025-01-01,08:32:00,Vegetable,Water,29,1 hours,19,Shri Umiya Goshaalaa Trust,Jaipur,26.754412,75.75911,39.0,Pending,3 hours
583,142,Ronith Modi,26.86912,75.703609,DON-1583,2025-01-19,13:47:00,fruits,Water,82,24 hours,4,Shri Bansi Goshaalaa,Jaipur,26.881822,75.783708,,In Progress,4 hours
634,20,Vamakshi Bajwa,26.850124,75.701205,DON-1634,2025-01-16,09:33:00,Flour and pulses,Dry,45,3 hours,7,Shri Lokbharati Gramvidyapeeth Goshaalaa,Jaipur,26.747357,75.746761,,Completed,1 hours
177,130,Yamini Dash,26.854526,75.811344,DON-1177,2025-01-02,14:44:00,fruits,Water,51,20 hours,9,Shri Monghiba Goshaalaa,Jaipur,26.839217,75.716761,37.0,Completed,
